등록외국인 국적별·지역별 현황(2021. 3. 31. 현재)                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,필리핀,캄보디아,네팔,인도네시아,타이,미국,몽골,미얀마,일본,스리랑카,타이완,카자흐스탄,방글라데시,러시아(연방),파키스탄,인도,영국,캐나다,키르기즈,프랑스,말레이시아,우크라이나,이집트,나이지리아,남아프리카공화국,티모르민주공화국,독일,홍콩,오스트레일리아,시리아,한국계러시아인,터키,모로코,가나,이란,예멘공화국,라오스,에티오피아,카메룬,이탈리아,브라질,사우디아라비아,뉴질랜드,스페인,아일랜드,싱가포르,멕시코,라이베리아,타지키스탄,우간다,리비아,알제리,네덜란드,콜롬비아,폴란드,케냐,페루,요르단,스웨덴,벨기에,아프가니스탄,세네갈,이라크,투르크메니스탄,튀니지,기니,스위스,수단,르완다,탄자니아,콩고민주공화국,그리스,에콰도르,벨로루시,말리,아랍에미리트연합,노르웨이,루마니아,오스트리아,덴마크,아제르바이잔,핀란드,헝가리,코트디부아르,칠레,이스라엘,베네수엘라,포르투갈,앙골라,감비아,불가리아,체코,아르헨티나,부룬디,무국적,잠비아,짐바브웨,마카오,리투아니아,파라과이,시에라리온,가봉,파나마,과테말라,슬로바크,크로아티아,조지아,영국외지민,아르메니아,세르비아,도미니카공화국,볼리비아,코스타리카,모잠비크,엘살바도르,팔레스타인,라트비아,피지,부르키나파소,몰도바,토고,브루나이,온두라스,미등록국가,자메이카,쿠웨이트,오만,에스토니아,슬로베니아,국제연합,아이티,레바논,니카라과,쿠바,알바니아,남수단공화국,우루과이,말라위,마다가스카르,콩고,부탄,카타르,기니비사우,키프로스,트리니다드토바고,소말리아,보츠와나,베냉,룩셈부르크,모리셔스,에리트레아,차드,에스와티니,세인트크리스토퍼네비스,키리바시,바레인,몰타,모리타니,마케도니아,아이슬란드,몬테네그로,니제르,적도기니,중앙아프리카공화국,보스니아-헤르체고비나,바누아투,바하마,레소토,도미니카연방,가이아나,파푸아뉴기니,코소보,솔로몬군도,세이셸,벨리즈,몰디브,팔라우,통가,지부티,나우루,홍콩거주난민,투발루,코모로,수리남,세인트루시아,바베이도스,리히텐슈타인,나미비아
경상남도,통영시,총계,"3,620",180,"1,101",224,57,58,87,27,"1,342",21,20,10,13,29,181,6,2,4,6,7,,3,3,3,,,,,,1,217,1,1,,,,,4,,,,,,,,,,4,,1,2,,,,,,,,1,,,,,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,통영시,남성,"2,990",95,840,126,48,8,43,20,"1,341",5,8,7,13,2,181,3,1,3,4,7,,3,1,3,,,,,,,217,1,,,,,,1,,,,,,,,,,3,,1,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,통영시,여성,630,85,261,98,9,50,44,7,1,16,12,3,,27,,3,1,1,2,,,,2,,,,,,,1,,,1,,,,,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,하동군,총계,454,21,182,28,4,15,66,19,28,6,7,2,6,12,27,4,3,,3,,,,2,1,,,,,,,13,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,하동군,남성,202,9,60,6,1,2,21,13,27,,4,,6,1,27,2,2,,1,,,,2,1,,,,,,,13,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,하동군,여성,252,12,122,22,3,13,45,6,1,6,3,2,,11,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함안군,총계,"2,968",132,823,107,222,197,224,278,250,97,8,15,87,22,196,6,12,57,18,131,8,,1,12,,,3,5,,16,4,,,,23,,,1,,2,2,5,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함안군,남성,"2,377",77,548,39,200,165,198,269,243,85,4,10,87,2,188,5,5,53,9,130,8,,1,7,,,2,5,,11,4,,,,16,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함안군,여성,591,55,275,68,22,32,26,9,7,12,4,5,,20,8,1,7,4,9,1,,,,5,,,1,,,5,,,,,7,,,,,,,5,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함양군,총계,419,23,124,36,10,11,26,57,10,15,,7,16,21,7,1,1,4,,,8,,3,1,,4,1,3,,4,,,,,,,,,,,20,,,,,,,1,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함양군,남성,223,10,55,11,6,2,12,39,10,7,,3,16,1,7,1,1,3,,,6,,,,,4,1,3,,1,,,,,,,,,,,20,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,함양군,여성,196,13,69,25,4,9,14,18,,8,,4,,20,,,,1,,,2,,3,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,합천군,총계,573,19,131,22,18,23,61,111,11,51,7,7,40,26,15,9,1,2,2,6,,,,2,,,,,,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,합천군,남성,326,9,47,4,16,6,30,95,6,38,3,,40,1,15,3,,2,2,6,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도,합천군,여성,247,10,84,18,2,17,31,16,5,13,4,7,,25,,6,1,,,,,,,1,,,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,총계,총계,"51,510","2,814","17,363","4,513","3,123","2,315","2,762","2,550","3,554","1,309",830,919,"1,097",696,"1,651",336,"1,191",563,401,619,600,101,116,204,43,122,119,263,41,107,81,29,12,33,137,63,39,56,42,45,75,60,36,7,9,25,7,23,9,10,4,12,4,27,20,,18,1,2,9,8,5,2,5,1,5,5,5,17,50,2,,3,35,13,11,,5,5,,,1,2,2,1,3,1,7,4,1,3,,,,2,4,4,3,,6,3,5,,,,,9,4,3,2,2,,,1,,,3,,1,,,,1,,3,,,3,3,2,1,,1,4,,,,2,,,,1,1,4,1,2,,,,1,1,,,,,,1,1,,,,,,,,,,,3,,,2,,,,,,1,,,,,,,,,,,,,,,
경상북도,경산시,총계,"10,393",290,"4,093","1,459","1,194",244,222,411,334,115,106,301,134,95,236,38,47,107,41,239,290,20,25,18,19,11,7,13,11,16,,3,,4,5,3,9,9,24,5,1,9,23,4,3,7,7,3,1,1,,3,2,9,9,,,,,2,3,1,,3,,3,1,1,2,3,1,,,27,9,9,,,1,,,,,,1,1,,,1,,,,,,1,,2,,,1,3,4,,,,,7,3,1,1,,,,1,,,2,,1,,,,1,,,,,1,2,1,1,,,,,,,2,,,,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
경상북도,경산시,남성,"6,247",157,"2,090",690,"1,036",121,142,336,279,71,74,140,123,15,206,15,27,90,18,201,194,16,17,6,3,3,5,10,10,11,,2,,2,2,1,4,2,19,3,1,4,14,4,,4,5,2,1,1,,2,2,6,3,,,,,1,2,1,,,,3,,,2,3,1,,,14,5,7,,,,,,,,,,,,,1,,,,,,1,,,,,,1,3,,,,,5,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경산시,여성,"4,146",133,"2,003",769,158,123,80,75,55,44,32,161,11,80,30,23,20,17,23,38,96,4,8,12,16,8,2,3,1,5,,1,,2,3,2,5,7,5,2,,5,9,,3,3,2,1,,,,1,,3,6,,,,,1,1,,,3,,,1,1,,,,,,13,4,2,,,1,,,,,,1,1,,,,,,,,,,,2,,,1,2,1,,,,,2,3,1,1,,,,1,,,1,,1,,,,1,,,,,,2,1,,,,,,,,2,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,총계,"9,937",658,"3,060",559,"1,159",324,423,266,413,144,35,79,176,63,374,40,982,120,228,91,121,14,16,132,7,12,106,119,2,15,5,,4,1,2,54,7,6,2,7,35,3,,,,,,,2,2,,,1,7,,,7,,,,,,,,,,2,,15,26,,,,,,,,,2,,,,,,,,,,2,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,남성,"6,277",375,"1,710",240,662,218,306,254,396,90,24,39,175,4,364,22,555,102,111,88,114,7,12,67,7,5,55,115,2,7,5,,1,1,2,30,6,5,2,5,35,2,,,,,,,1,2,,,1,3,,,6,,,,,,,,,,2,,12,25,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,경주시,여성,"3,660",283,"1,350",319,497,106,117,12,17,54,11,40,1,59,10,18,427,18,117,3,7,7,4,65,,7,51,4,,8,,,3,,,24,1,1,,2,,1,,,,,,,1,,,,,4,,,1,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,총계,"1,459",67,318,48,112,72,90,176,266,59,1,10,69,6,80,,4,26,1,22,,,,,,,,3,,1,6,,,1,,,3,,6,,,8,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,남성,"1,174",40,200,16,94,58,73,174,244,47,1,9,68,,80,,2,23,,19,,,,,,,,3,,1,4,,,,,,2,,6,,,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,고령군,여성,285,27,118,32,18,14,17,2,22,12,,1,1,6,,,2,3,1,3,,,,,,,,,,,2,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,총계,"4,627",571,"1,198",576,109,335,320,107,339,148,56,120,89,163,142,26,46,31,34,33,21,9,17,9,2,13,2,14,15,16,3,3,3,2,3,,,8,1,2,8,3,7,1,,2,,1,1,1,,1,,2,,,,1,,1,,,,1,,,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,남성,"2,538",296,554,186,82,172,219,94,289,67,30,56,87,83,133,8,13,22,4,31,16,5,10,2,2,2,1,14,9,6,2,2,,1,3,,,5,,1,8,,6,1,,2,,1,,1,,,,1,,,,1,,,,,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,구미시,여성,"2,089",275,644,390,27,163,101,13,50,81,26,64,2,80,9,18,33,9,30,2,5,4,7,7,,11,1,,6,10,1,1,3,1,,,,3,1,1,,3,1,,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,군위군,총계,461,12,76,25,4,25,51,80,38,8,2,2,16,2,94,4,1,11,2,,,1,,,,,,4,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,군위군,남성,345,9,23,10,4,16,31,78,38,4,2,2,16,1,90,3,,11,2,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,군위군,여성,116,3,53,15,,9,20,2,,4,,,,1,4,1,1,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,총계,"2,168",110,552,224,21,52,220,189,149,50,19,172,28,24,69,30,5,36,20,13,7,3,3,8,,,,64,,7,12,,,3,5,,1,15,,2,8,3,2,,,,,1,,,1,,,6,1,,7,,1,,,,,,,,1,,,18,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,남성,"1,294",57,220,91,16,17,151,173,145,26,11,72,19,2,67,16,4,33,10,13,6,1,2,6,,,,57,,5,7,,,3,5,,1,12,,1,8,1,2,,,,,1,,,,,,6,1,,7,,,,,,,,,,1,,,16,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,김천시,여성,874,53,332,133,5,35,69,16,4,24,8,100,9,22,2,14,1,3,10,,1,2,1,2,,,,7,,2,5,,,,,,,3,,1,,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,총계,655,107,190,50,16,44,61,52,2,46,11,2,17,9,2,10,2,7,2,,,1,1,2,,,,1,,,2,,,1,6,,4,1,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,남성,328,57,65,17,12,11,38,47,2,26,6,,17,2,2,5,,7,1,,,,,,,,,1,,,2,,,,4,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,문경시,여성,327,50,125,33,4,33,23,5,,20,5,2,,7,,5,2,,1,,,1,1,2,,,,,,,,,,1,2,,,1,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,총계,299,19,103,20,,21,52,20,2,16,1,1,9,21,,3,,,1,,,,1,,1,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,남성,105,6,30,4,,11,18,18,,3,1,,8,,,2,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,봉화군,여성,194,13,73,16,,10,34,2,2,13,,1,1,21,,1,,,1,,,,1,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,총계,892,59,337,70,13,50,91,58,43,30,18,9,16,18,10,11,2,8,3,11,7,2,3,1,,3,,,2,1,,2,,1,,,,,,,,3,,,,1,,,3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,남성,401,30,86,27,9,17,48,57,33,10,11,1,16,2,9,4,1,8,,10,3,2,1,,,3,,,1,1,,2,,1,,,,,,,,1,,,,,,,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,상주시,여성,491,29,251,43,4,33,43,1,10,20,7,8,,16,1,7,1,,3,1,4,,2,1,,,,,1,,,,,,,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,총계,"1,498",59,303,42,90,86,144,184,162,66,4,8,75,17,113,7,19,49,10,44,2,3,1,,,,1,,,2,,,,1,,,,1,,1,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,남성,"1,156",35,167,14,76,65,117,172,150,41,2,5,75,1,109,4,12,47,9,44,2,1,1,,,,1,,,2,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,성주군,여성,342,24,136,28,14,21,27,12,12,25,2,3,,16,4,3,7,2,1,,,2,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,총계,"1,289",74,489,162,17,70,33,85,22,51,37,56,29,34,7,25,6,21,2,6,13,8,5,2,,4,,,,5,1,1,,3,,,,,,4,,4,3,,,,,3,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,남성,573,36,153,54,7,20,19,78,20,31,21,23,28,1,7,12,3,17,,6,8,5,3,1,,3,,,,2,1,,,2,,,,,,3,,,3,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,안동시,여성,716,38,336,108,10,50,14,7,2,20,16,33,1,33,,13,3,4,2,,5,3,2,1,,1,,,,3,,1,,1,,,,,,1,,4,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,총계,928,25,420,66,2,35,43,30,179,57,3,5,14,13,17,5,2,,2,,,,,6,1,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,남성,742,7,351,45,1,6,29,23,178,50,2,4,14,1,17,2,2,,1,,,,,5,1,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도,영덕군,여성,186,18,69,21,1,29,14,7,1,7,1,1,,12,,3,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
