등록외국인 국적별·지역별 현황(2021. 3. 31. 현재)                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,필리핀,캄보디아,네팔,인도네시아,타이,미국,몽골,미얀마,일본,스리랑카,타이완,카자흐스탄,방글라데시,러시아(연방),파키스탄,인도,영국,캐나다,키르기즈,프랑스,말레이시아,우크라이나,이집트,나이지리아,남아프리카공화국,티모르민주공화국,독일,홍콩,오스트레일리아,시리아,한국계러시아인,터키,모로코,가나,이란,예멘공화국,라오스,에티오피아,카메룬,이탈리아,브라질,사우디아라비아,뉴질랜드,스페인,아일랜드,싱가포르,멕시코,라이베리아,타지키스탄,우간다,리비아,알제리,네덜란드,콜롬비아,폴란드,케냐,페루,요르단,스웨덴,벨기에,아프가니스탄,세네갈,이라크,투르크메니스탄,튀니지,기니,스위스,수단,르완다,탄자니아,콩고민주공화국,그리스,에콰도르,벨로루시,말리,아랍에미리트연합,노르웨이,루마니아,오스트리아,덴마크,아제르바이잔,핀란드,헝가리,코트디부아르,칠레,이스라엘,베네수엘라,포르투갈,앙골라,감비아,불가리아,체코,아르헨티나,부룬디,무국적,잠비아,짐바브웨,마카오,리투아니아,파라과이,시에라리온,가봉,파나마,과테말라,슬로바크,크로아티아,조지아,영국외지민,아르메니아,세르비아,도미니카공화국,볼리비아,코스타리카,모잠비크,엘살바도르,팔레스타인,라트비아,피지,부르키나파소,몰도바,토고,브루나이,온두라스,미등록국가,자메이카,쿠웨이트,오만,에스토니아,슬로베니아,국제연합,아이티,레바논,니카라과,쿠바,알바니아,남수단공화국,우루과이,말라위,마다가스카르,콩고,부탄,카타르,기니비사우,키프로스,트리니다드토바고,소말리아,보츠와나,베냉,룩셈부르크,모리셔스,에리트레아,차드,에스와티니,세인트크리스토퍼네비스,키리바시,바레인,몰타,모리타니,마케도니아,아이슬란드,몬테네그로,니제르,적도기니,중앙아프리카공화국,보스니아-헤르체고비나,바누아투,바하마,레소토,도미니카연방,가이아나,파푸아뉴기니,코소보,솔로몬군도,세이셸,벨리즈,몰디브,팔라우,통가,지부티,나우루,홍콩거주난민,투발루,코모로,수리남,세인트루시아,바베이도스,리히텐슈타인,나미비아
전라남도,총계,총계,"32,104","1,674","10,014","2,810","1,316","1,492","2,584","1,767","2,243",897,309,494,771,832,"2,455",155,142,129,240,86,106,70,66,66,37,89,33,67,15,91,515,12,3,27,59,6,43,25,10,3,68,55,2,7,8,15,1,10,4,13,1,11,4,4,4,,2,2,2,15,1,4,1,3,,1,1,2,,3,2,3,2,,1,1,37,,,,10,3,7,3,1,2,,1,,1,1,,4,,1,1,2,2,,1,,,,1,2,,,,,,6,,,,,,,,2,,,1,,,,,1,,,,,1,,,,,,,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
전라남도,강진군,총계,429,23,105,21,,37,94,35,1,10,6,6,2,32,35,,,2,2,1,,,,,2,,,,,3,2,,,,6,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,강진군,남성,208,10,34,2,,10,53,35,,4,3,3,2,1,35,,,2,1,1,,,,,2,,,,,1,2,,,,5,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,강진군,여성,221,13,71,19,,27,41,,1,6,3,3,,31,,,,,1,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,고흥군,총계,975,24,371,34,3,35,114,37,74,23,8,15,50,18,110,1,,,7,,,1,,,,,,,,,42,,,1,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,고흥군,남성,644,9,220,12,1,2,68,31,73,7,2,11,50,1,109,,,,3,,,1,,,,,,,,,42,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,고흥군,여성,331,15,151,22,2,33,46,6,1,16,6,4,,17,1,1,,,4,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,총계,461,23,203,24,4,8,42,37,17,23,6,,12,19,18,,,,2,,4,1,1,,,,,,4,,,3,,1,1,,,,2,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,남성,261,10,104,5,4,1,22,33,17,17,1,,12,,18,,,,1,,2,,,,,,,,4,,,1,,1,1,,,,2,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,여성,200,13,99,19,,7,20,4,,6,5,,,19,,,,,1,,2,1,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,광양시,총계,"1,546",152,478,187,59,131,73,56,27,40,23,26,84,64,24,16,12,,7,4,1,4,7,4,5,,3,1,3,15,7,1,,1,2,,1,3,1,,,5,,2,,11,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,광양시,남성,699,83,137,62,49,35,38,55,24,20,7,9,84,6,23,9,4,,5,4,1,4,5,1,2,,,1,2,7,7,1,,,2,,1,1,1,,,,,,,5,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,광양시,여성,847,69,341,125,10,96,35,1,3,20,16,17,,58,1,7,8,,2,,,,2,3,3,,3,,1,8,,,,1,,,,2,,,,5,,2,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,구례군,총계,200,9,71,13,10,15,17,10,2,8,8,,2,22,2,2,1,,1,,,,2,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,구례군,남성,76,7,16,2,10,3,9,7,,5,4,,2,,2,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,구례군,여성,124,2,55,11,,12,8,3,2,3,4,,,22,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,나주시,총계,"2,577",101,989,162,45,95,345,167,49,131,29,20,112,79,67,26,2,7,14,15,4,8,7,8,1,1,3,3,2,10,9,2,,1,41,,4,5,2,,,4,,,,,,,1,1,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,나주시,남성,"1,513",60,454,57,32,50,239,154,46,96,15,12,110,2,62,17,,7,5,15,4,6,5,2,1,1,2,3,2,6,8,1,,1,28,,3,,2,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,나주시,여성,"1,064",41,535,105,13,45,106,13,3,35,14,8,2,77,5,9,2,,9,,,2,2,6,,,1,,,4,1,1,,,13,,1,5,,,,4,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,담양군,총계,884,19,179,25,23,83,259,93,35,48,3,3,45,19,37,,,1,1,,1,1,,2,1,1,,,,1,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,담양군,남성,467,11,60,6,21,54,94,61,35,29,3,2,45,,37,,,1,,,1,1,,,1,1,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,담양군,여성,417,8,119,19,2,29,165,32,,19,,1,,19,,,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,목포시,총계,"3,102",200,"1,431",376,48,138,64,14,261,59,39,155,11,56,24,11,4,4,36,3,8,11,9,3,7,32,8,17,,10,10,2,,2,2,1,2,1,,1,,7,,,2,,,,,4,,,,1,,,,,,1,,,,,,,,,,,,,,,,,14,,,,,1,5,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,목포시,남성,"1,865",85,935,218,29,23,38,12,253,4,11,69,7,10,19,6,1,4,20,3,7,10,3,1,7,17,5,17,,5,10,2,,2,2,1,1,1,,,,2,,,2,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,12,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,목포시,여성,"1,237",115,496,158,19,115,26,2,8,55,28,86,4,46,5,5,3,,16,,1,1,6,2,,15,3,,,5,,,,,,,1,,,1,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,무안군,총계,"1,417",48,388,161,20,53,181,172,51,65,22,3,25,54,33,1,,12,18,1,7,4,7,4,9,9,1,2,,2,4,,,2,3,1,13,,4,,,1,,,,,,,,2,,,3,,,,,1,,,,,,,,,1,,,,,,,,,1,21,,,,,,2,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,무안군,남성,813,19,158,71,16,9,124,161,42,45,7,,18,5,31,,,12,10,1,5,3,5,1,8,4,1,2,,1,4,,,1,3,,12,,4,,,,,,,,,,,1,,,3,,,,,1,,,,,,,,,1,,,,,,,,,1,18,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,무안군,여성,604,29,230,90,4,44,57,11,9,20,15,3,7,49,2,1,,,8,,2,1,2,3,1,5,,,,1,,,,1,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,보성군,총계,430,10,135,16,1,33,79,25,1,14,7,3,39,20,13,3,1,,5,,3,,,6,,,,,,3,8,,1,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,보성군,남성,185,5,26,2,1,12,34,24,,7,1,1,39,1,13,2,,,4,,2,,,1,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,보성군,여성,245,5,109,14,,21,45,1,1,7,6,2,,19,,1,1,,1,,1,,,5,,,,,,1,,,1,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,순천시,총계,"2,003",124,553,255,194,104,111,105,28,65,49,48,47,80,25,22,15,12,14,9,29,17,7,4,4,6,,1,1,14,2,1,,6,,,5,,1,,,3,1,4,1,,,,,5,,8,,1,1,,,,,,,1,1,2,,,,1,,1,1,,1,,1,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
전라남도,순천시,남성,932,60,157,80,150,41,81,96,18,36,25,14,26,8,21,14,5,11,2,8,23,10,4,1,3,2,,,1,3,2,1,,1,,,2,,1,,,,1,3,,,,,,4,,8,,1,1,,,,,,,,,2,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,순천시,여성,"1,071",64,396,175,44,63,30,9,10,29,24,34,21,72,4,8,10,1,12,1,6,7,3,3,1,4,,1,,11,,,,5,,,3,,,,,3,,1,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
전라남도,신안군,총계,732,13,237,29,2,22,28,36,188,18,6,1,5,3,95,,,,,1,,2,,1,,,,1,,1,37,,1,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,신안군,남성,522,5,121,6,1,1,13,36,188,1,5,,4,,95,,,,,1,,2,,,,,,1,,1,37,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,신안군,여성,210,8,116,23,1,21,15,,,17,1,1,1,3,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,여수시,총계,"4,540",109,"1,570",807,163,224,79,88,656,97,36,45,72,106,233,29,6,22,14,22,10,11,11,7,7,2,10,5,2,10,38,1,,9,,,3,,,,,4,1,,4,1,,5,,,,1,,,1,,,1,2,1,,1,,,,,,,,,1,2,1,,,,,,,,,1,,3,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,여수시,남성,"3,208",48,"1,111",497,134,71,42,72,649,45,16,34,70,21,229,11,3,18,3,22,7,7,10,6,2,,2,4,2,3,38,1,,7,,,2,,,,,,1,,4,,,5,,,,,,,1,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,3,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,여수시,여성,"1,332",61,459,310,29,153,37,16,7,52,20,11,2,85,4,18,3,4,11,,3,4,1,1,5,2,8,1,,7,,,,2,,,1,,,,,4,,,,1,,,,,,1,,,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영광군,총계,902,69,319,79,4,33,86,77,56,15,7,10,16,16,79,17,,,3,,,1,2,2,,,1,,,6,,1,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영광군,남성,553,42,160,26,4,13,56,73,56,7,2,2,14,,79,7,,,1,,,,1,2,,,1,,,4,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영광군,여성,349,27,159,53,,20,30,4,,8,5,8,2,16,,10,,,2,,,1,1,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영암군,총계,"4,057",521,802,343,607,167,279,433,86,82,5,97,79,32,104,6,77,40,64,6,4,2,,17,,31,6,33,,,6,,,1,,2,8,16,,,68,9,,,,,1,1,,,,,,1,,,1,,,12,,1,,,,1,,,,2,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영암군,남성,"3,058",301,544,139,554,101,240,422,82,63,3,78,76,1,100,4,56,38,52,6,4,2,,10,,30,4,31,,,6,,,1,,2,7,11,,,62,8,,,,,,,,,,,,1,,,1,,,12,,,,,,1,,,,1,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,영암군,여성,999,220,258,204,53,66,39,11,4,19,2,19,3,31,4,2,21,2,12,,,,,7,,1,2,2,,,,,,,,,1,5,,,6,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,완도군,총계,"2,169",42,611,35,8,39,28,11,305,19,10,6,4,20,698,1,6,2,30,4,,,,2,,1,1,,,4,275,,,1,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,완도군,남성,"1,811",14,447,2,4,4,4,11,304,1,5,5,4,1,698,,3,2,19,4,,,,,,1,,,,1,275,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,완도군,여성,358,28,164,33,4,35,24,,1,18,5,1,,19,,1,3,,11,,,,,2,,,1,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,장성군,총계,957,27,308,40,22,102,145,41,17,44,5,13,40,22,98,6,,2,,2,,,,1,,1,,,,,3,,1,,1,,,,,2,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,장성군,남성,595,17,121,10,21,83,82,36,17,35,4,9,39,2,96,4,,2,,2,,,,1,,,,,,,3,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,장성군,여성,362,10,187,30,1,19,63,5,,9,1,4,1,20,2,2,,,,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도,장흥군,총계,529,28,127,15,10,28,130,39,13,11,9,17,22,38,23,6,,2,2,,1,1,3,1,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
